publisher,count
Dnovel,3
peakvox,3
Mousechief,3
ONE MORE LEVEL,3
Crate Entertainment,3
Four Lights,3
Abbey Games,3
Spry Fox LLC,3
Binary Fortress Software,3
INSIDE SYSTEM,3
Shortbreak Studios s.c.,3
Nimbly Games,3
QCF Design,3
Eden Industries,3
Machine 22,3
Encore,3
"38 Studios, Electronic Arts",3
Longbow Games,3
Progorion,3
Stroboskop,3
Jenito,3
PixelMouse,3
Dingo Games,3
Misfits Attic,3
"Forthright Entertainment, LLC",3
"KUMA, LLC",3
Big Robot Ltd,3
Indie Voyage,3
ZiX Solutions,3
Intropy Games,3
alexeibelih,3
Fascimania,3
"TopWare Interactive, ACE",3
KADOKAWA,3
Running With Scissors,3
Gamersfirst,3
Campus ADN,3
WaterMelon,3
Sixteen Tons Entertainment,3
ISOTX,3
"Nexon GT Co., Ltd",3
InselGames Ltd.,3
hede,3
"Bat Country Games, LLC",3
Cornered Rat Software,3
TreeFortress Games,3
Phung Games,3
"Playdek, Inc.",3
Question,3
Vertigo Gaming Inc.,3
Sakura River Interactive,3
Cisamid Inc.,3
Omega Games,3
Lost Decade Games,3
Legacy Games,3
Tuttifrutti Interactive,3
Musopia,3
KillHouse Games,3
tjern,3
Mykhail Konokh,3
OrangeGames,3
Size Five Games,3
Riviysky,3
"Strength in Numbers Studios, Inc",3
Caiysware,3
Supreme Clans Entertainment,3
Andrettin,3
Adventure Productions,3
9heads Game Studios,3
ValuSoft,3
MGG Studio,3
Bad Seed,3
Scorpius Games,3
REEW GAMES,3
Indie,3
Uppercut Games Pty Ltd,3
"COLOPL, Inc.",3
Thylacine Studios LLC,3
Infinite Dreams,3
Giorgi Abelashvili,3
DTP Entertainment,3
eMedia Music,3
Digital Happiness,3
Kazakov Oleg,3
Vision Games Publishing LTD,3
RailSimulator.com,3
Ragnar,3
KOG Games,3
Octopus 8 Studios,3
Dev Arc,3
Casualogic,3
Proletariat Inc.,3
Bithell Games,3
Eclipse Games,3
"PlayStation Mobile, Inc.",3
Reiza Studios,3
Tortuga Team,3
Crisp App Studio,3
"Cristian Manolachi, Atomic Fabrik",3
Cold Beam Games,3
Moonlit Works,3
Outlaw,3
"Merge Games, Tagstar Games",3
Future Proof Games,3
Joycity,3
Old School Blender Addicted,3
Hello There AB,3
Supergiant Games,3
"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",3
Games by Brundle,3
For All To Play,3
MAVR,3
Shoho Games,3
Coatsink,3
Tanki Online Europe Ltd.,3
WnMStudio,3
Trend Redaktions- und Verlagsgesellschaft mbH,3
ZOV GAME STUDIO,3
Landfall,3
Springloaded,3
Bedtime Digital Games,3
Liber Primus Games,2
zerofiftyone,2
Finish Line Games,2
The Secret Games Company,2
IzHard,2
GAMES FOR HUMANS,2
Boncho Games,2
3D Realms,2
Serkan Bakar,2
Brigham Young University,2
HyperKat Games,2
Eridanus Studio,2
Grip Games,2
Afterlife Games,2
Retrotainment Games,2
Eternity Studios,2
Modesty,2
Travian Games GmbH,2
Fowers Games,2
Accolade,2
From Nothing Game Studios,2
Huy Phan,2
Cuveet Story,2
AMG GAMES,2
Akim Games,2
"Ugly Beard Games, LLC",2
3BLACKDOT,2
Sparkypants Studios LLC,2
Obscure Cloud,2
DebonosuWorks Inc.,2
BT Studios,2
Smokey Moose Games,2
Sindiecate Arts,2
Yobowargames,2
INDIECN,2
Kyle Seeley,2
Magical Hackers,2
Falcon Development,2
Mugle Studio,2
Sungazer Software,2
"Mad Hunter Studio, EHTechnology",2
eiloware,2
Zordix AB,2
Tallbeard Studios LLC,2
Sunight Games,2
Argent Games,2
Ipsilon Developments,2
Neotenia,2
Jugilus,2
Amazu Media,2
Blueshift Media,2
Horizon Studio,2
Tivola Publishing GmbH,2
Ysbryd Games,2
Jason Chalky,2
SunRay Games,2
Daniel Mullins Games,2
Brainchild,2
BAD team,2
Giant Margarita,2
SimonCreative,2
"WhisperGames, Deck13",2
Totem Games,2
Rusto,2
Xorcerox,2
Ocumens LLC,2
Soviet Games,2
Four Winged Studio,2
GAMESinFLAMES,2
Fantasia Studio,2
Gameplay Ltd.,2
StarWraith 3D Games LLC,2
14Dimension Enterprise,2
Zeritum,2
Fiassink Games,2
LeshaWhite Studio,2
Applava,2
Mangatar Games,2
Natsume Inc.,2
Giant Goblin Studio,2
ElZzap Software,2
SEEP,2
Goatee Games,2
FDG Entertainment,2
SketchTech,2
Three Guys Game Studio,2
Tatyana Murzina,2
Iron Tower Studio,2
Gestmorph Games,2
TopWare Interactive ACE,2
Indie Dynamics,2
Aatlantis Code,2
Tongsun,2
Ardi Studio,2
System Era Softworks,2
Crowned Daemon Studios,2
StevenHarmonGames,2
Paperash Studio,2
SubJuegos,2
RCG,2
Vogelfänger,2
Three Brothers Games,2
Magic Item Tech,2
Throwback Entertainment Inc.,2
HIKARI FIELD,2
White Giant RPG Studios,2
Baba Yaga Games,2
WhiteSponge,2
Broken Arms Games Pty Ltd,2
"Jundroo, LLC",2
Wargaming Group Limited,2
2Chance Projects,2
Pugware,2
Binarystudio 54,2
Blue Brain Games,2
Pathea Games,2
Oreol,2
Northbrain,2
Efimov Max,2
JustPlayNow,2
Kedexa,2
Mercury Steam Entertainment s.l.,2
Nerlaska Studio,2
Toge Productions,2
Buce Studios LLC,2
Archive Entertainment,2
KinifiGames LLC,2
WizByte Games,2
Digital Cybercherries,2
Raxasoft Games,2
Roman Kozhukhov,2
"Big Ant Studios (Steam), Tru Blu Games",2
Abylight Studios,2
Wastebasket Games,2
Thrill Pill Games,2
Alexey Roenko,2
Lightsoutgames,2
EcoGames,2
eGames.com,2
Superthumb,2
Adam Tarnowski,2
Royal Polygon,2
David Wehle,2
GRASSHOPPER MANUFACTURE INC.,2
Akumu Games,2
erm...,2
DreamSail Games,2
PixelFade Inc,2
"S2 Games, LLC",2
Clockwork Pixels,2
Rocket Hammer,2
Cloak and Dagger Games,2
Legend Studio,2
Tomorrow Corporation,2
Chris Parsons,2
Roppy Chop Studios,2
TheShortAndTheTall,2
51Pegasi Studios,2
Talpel Games,2
Brainseed Factory,2
Ragequit Corporation,2
Whipstitch Games,2
Excalibur,2
"Fair Weather Studios, LLC",2
South East Games,2
"Zero Brain, LLC",2
Sun Labyrinth LLC,2
GamesAry Publishing &amp; Media,2
Hive Mind Studios,2
Kiddy,2
Brushfire Games,2
7 Raven Studios,2
Sean O'Connor,2
D&amp;K Games Studio,2
北京网元圣唐娱乐科技有限公司,2
Levall Games AB,2
Rhino Dev,2
Frymore,2
New State,2
Warptear Entertainment,2
"Beijing New Era Network Technology Co., Ltd.",2
Winged Pixel Inc.,2
The Game Bakers,2
Molosoft,2
Triangle Studios,2
Spinal Games,2
Corradi Games,2
Nick Everlith,2
"oddonegames, neobricks",2
Team Fork,2
Clever Endeavour Games,2
Pillow Fight,2
Rebusmind,2
Codename Entertainment Inc.,2
Fast Forward Games,2
Plug in Digital,2
Lightning Man Media,2
Theodore Palser,2
Killmonday Games HB,2
"What Pumpkin Games, Inc.",2
ZemunBRE,2
GamesBoosters,2
Brave Bunny,2
Christopher Cinq-Mars Jarvis,2
Pocketwatch Games,2
SeveralBytes,2
Bean Boy Games,2
Valorware,2
GameOrchard Productions,2
Red Matter Studio,2
White Clover Inc.,2
Blam! Games LLC,2
Spooky Doorway,2
"PunchCAD, Encore Software",2
TheBlavas,2
Fullbright,2
Team Jolly Roger,2
NIGHTBOX,2
Gawkfish Studios,2
.ez Games,2
Studio 397,2
Ruaz.404,2
Seed Games LLP,2
Mandragora,2
Meepower,2
Yokcos,2
Shambles Software,2
RuVe Game Studio,2
Hamster On Coke Games,2
"Gag A Maggot Entertainment, LLC.",2
Insane Dreamers,2
Snapshot Games Inc.,2
bluebox interactive,2
CRASS Infotech,2
Potassium Frog Limited,2
Panzer Gaming Studios,2
Dicesuki,2
Lichthund,2
Dead Drop Studios LLC,2
Petite Fleur Productions,2
Zanardi and Liza,2
Jardel Elias,2
xinoro,2
Flying Helmet Games,2
Professor Why,2
Echo607,2
Immanitas Entertainment,2
Shiny Dolphin Games LLC,2
ExperaGames,2
www.Spellbook.com,2
Anuman Interactive,2
Zloy Krot Studio,2
Codeglue,2
Other Kind Games,2
Megastorm Games,2
Ish Games,2
NewRealityGames,2
Rasul Mono,2
Flamebait Games,2
4D Door Games,2
Awoker Games,2
Cubical Drift,2
Tall Tail Studios,2
GoldenGod Games,2
TOMAGameStudio,2
Grimwood Team,2
Alder Games,2
IDC/Games,2
BeshevGames,2
GameIndica Entertainment,2
Games for All,2
tamationgames,2
Parrott Studios,2
Red Phoenix Studios,2
Mexond,2
The Local Group,2
Stas Shostak,2
Aggroblakh,2
No Wand Studios,2
Smartly Dressed Games,2
Unbound Creations,2
Chronicle Games,2
Bretwalda Games,2
Lumenox ehf,2
Snipefish Entertainment,2
Jonas Kyratzes,2
"Edmund McMillen, Tyler Glaiel",2
GreatherGames,2
Pixel Pi Games,2
Ghost Crab Games,2
Poking Water Games,2
Creative Freaks Inc.,2
Tryzna83,2
syuuyuusya,2
ECC GAMES SP. Z O.O.,2
Golden Age Creative,2
Timberwolf Studios,2
lingtanstudio,2
Okinawa Sunrise,2
Startreming,2
Isaac Nichols,2
Munchkin's Lair,2
Tri Synergy,2
Indiecode Games,2
LuGus Studios,2
"CyberLink, Koch Media",2
BBG Entertainment GmbH,2
IR Studio,2
David Sof,2
GoeX GameS,2
Pirozhok,2
All Seeing Eye Games,2
Myshkin Entertainment,2
TopArcadeApps,2
Chequered Ink Ltd.,2
Active Gaming Media Inc.,2
Delmunsoft,2
Magnolia Art,2
Ithiro Sumi,2
GAMEPUMP,2
Aundre Rogers,2
Monstrum,2
Michael Callaghan,2
Yunus Ayyildiz,2
Proximity Games,2
MWC,2
Bigosaur,2
Moraes Studio,2
NewWestGames,2
Aratog LLC,2
Cooply Solutions,2
tom_jackson,2
Gamera Interactive,2
Tim McArthur,2
Fifth Dimension Company,2
Microlith Games,2
Light Road Games,2
energy milk,2
Camex Games,2
Beard Games Studio,2
Mostly Harmless Games,2
Ladia Group,2
U Game Me,2
Video Game Music Studios,2
Iron 27,2
Dextrit,2
GexagonVR,2
Gears for Breakfast,2
Ebonscale Games,2
Charyb Games,2
Eastasiasoft Limited,2
Flyleap Studios,2
LAN - GAMES EOOD,2
Starbreeze Publishing AB,2
frozenen,2
"Idea Factory, Idea Factory Internatonal",2
Bogemic Games,2
Code Horizon,2
ClorithStudio,2
keyreal,2
SAT-BOX,2
Luxorix Games,2
Veibyn,2
Fürst,2
Ventura Science,2
"Move Games Co., Ltd.",2
Connor O.R.T. Linning,2
Grey Gods,2
DiezelPower,2
New Bridge Games,2
crowgames UG (haftungsbeschränkt),2
Three Fields Entertainment,2
Vulture Strike,2
UnexEvo,2
AIGRIND,2
O.P. Games,2
slimefriend,2
Kaia Studios,2
Nuberu Games,2
MadGearGames,2
Fellowplayer,2
"onomatope*, MiKandi Japan",2
Grip Digital,2
Pixellore,2
Digitalmindsoft,2
Borealys Games,2
Solecismic Software,2
NotGames,2
Green Sawdust,2
Veslo Games,2
Laura Shigihara,2
"Synersteel Studio, LLC",2
KFriske Studios,2
Beldarak Games,2
PolyDigital,2
Acuze Interactives,2
Housemarque,2
LoadUpGames.com,2
Necrophone Games,2
The Good Mood Creators,2
DayByDay Studio,2
Heroes Productions,2
Afterthought Games,2
橙光游戏,2
"Digital Cookie Co., Ltd.",2
Foolish Mortals Games,2
Camaquem,2
Irisloft,2
VB Studio,2
Träumendes Mädchen,2
Albatros Softworks,2
Kurisu no Patto,2
Pixel Blade Games,2
"Green Willow Games, LLC",2
Evergreen,2
Sillysoft Games,2
Self Published,2
EntwicklerX,2
EasyGames,2
Sogoal,2
Concrete Games,2
Pixel with Hat,2
Ryan up in here,2
Static City Games,2
Cowboy Color,2
疯王子中二集团总部,2
Blue Entropy Studios,2
Red Mount Media,2
Flamy Frog Interactive,2
Shiver Games,2
Lokator Studio,2
Silver Lemur Games,2
Game Ever Studio,2
BigCheeseGames,2
"The Digital Lounge, Plug In Digital",2
Seventh Knight,2
Alakhaine Specialist Consulting Limited,2
Iteration 11,2
Dragon Slumber,2
Magicbane,2
Funghisoft,2
Pixel Maniacs,2
Pixelsplit,2
Noble Master LLC,2
Red Beat,2
GamesCo,2
Vertex Pop,2
Rainware,2
AEL Entertainment,2
ToastieLabs,2
SOFTON ENTERTAINMENT,2
Phyrnna,2
14 Hours Productions,2
Vidroid,2
Lighthouse Games Studio,2
m07games,2
From The Bard,2
Super Awesome Hyper Dimensional Mega Team,2
Goodwolf Studio,2
Intercido,2
Torreng Labs,2
Flying Carpets Games,2
Blowfish Studios,2
Blind Sky Studios,2
Aegon Games Ltd,2
Norven Games,2
Blackrose Industries,2
Triverske,2
Snail Games USA,2
Fishmoose Interactive,2
Ripped Wizards,2
Videojuegos Fermín,2
Easy game_13,2
RUHRSOURCE GmbH,2
HIPIX,2
Skyjaz Games,2
IronEqual,2
Crayder Studios,2
The Quantum Astrophysicists Guild,2
Grindstone Interactive,2
gamevial,2
SolarByte,2
Leppsoft,2
Credici,2
WySix,2
Cubic Pie,2
Punch! Software,2
Rusty Lake,2
YarGri,2
Restory Studio,2
Trapped Team,2
Cosmo D Studios,2
Dire Boar Games,2
RevampedPRO,2
Star Legion,2
Skyboy Games,2
Crackshell,2
Capiproducts,2
T34 Studio,2
Ghost Time Games,2
gtscom,2
BadWolf Games,2
Adventurepro Games LLC,2
RMking,2
Hinterland Studio Inc.,2
Thought Ops LLC,2
Vector Unit,2
大谷 DGSpitzer,2
Rakarnov Studios,2
Ironhide Game Studio,2
Aperico Software,2
Hammer Games,2
Kerim Kumbasar,2
CSGAMES,2
WHITEROCK games,2
Hannibal Stuff,2
MATRE,2
OddBird,2
JanduSoft S.L.,2
Motion Twin,2
The Ninth Art,2
Double Dice Games,2
Draconus Entertainment Ltd,2
刘俊亨(Junheng Liu),2
FutureVisionsGames,2
"Atomic Fabrik , Cristian Manolachi",2
Benjamin Rivers Inc.,2
"Klonk Games, Deck13, FFF Bayern",2
MDickie,2
Ludomotion,2
Raconteur Games,2
Falling Star Studio,2
IBOLOGY LLC,2
Double Coconut,2
Wuofast Company,2
Games++,2
Skylar Stickley,2
Quad-Games,2
Avalanche Studios,2
"L. Stotch, Vladimir Soldatov",2
"Konstructors Entertainment, GrabTheGames",2
Almighty Games,2
Mercury Steam Entertainment s.l,2
App Business Ventures LLC,2
Nekki GmbH,2
Léo-Games,2
Tiny Warrior Games,2
Eastshade Studios LLC,2
Doborog Games,2
Little Smart Planet,2
Threye Interactive,2
Radical Phi,2
JustForward,2
"Blackmill Games, M2H",2
MLB.com,2
Pixel Gangsta Studio,2
GCRH,2
eduweb,2
mibix,2
Automaton,2
ONEVISION GAMES,2
Zeno Rogue,2
Kurechii,2
2xMilk,2
Diabolical Mind,2
"Fishing Cactus, Plug In Digital",2
Fractal Phase,2
Babloon Studios,2
ION LANDS,2
"Enlight Software Limited, Retroism",2
Vivid Helix,2
PlayFlock,2
Donbass Games,2
Ambiera,2
Antizero company,2
Gobbo Games,2
Develobster,2
501 Industries,2
Joure Visser,2
Abrakam SA,2
UNBALANCE Corporation,2
Unimatrix Productions,2
Tim Rachor,2
Teamomega,2
"Varkian Empire, Deck13",2
Holyday Studios,2
QUByte Interactive,2
Taste Games,2
DarkShot Studios,2
Michael McCartney,2
Super Games Studio,2
Windward_Birds,2
machineboy,2
Ludi Dorici,2
George Batchelor,2
nlfastudio,2
European Games Group AG,2
"Laser Guided Games, LLC",2
AnelaGamesStudio,2
Thing Trunk,2
Peak Angle Team,2
GameTop.com,2
CloudScapeGT,2
Artem Bondin,2
Vladimir Beletsky,2
UroboroStudio,2
Going Loud Studios,2
Ryan Jensen,2
Hammerfall Publishing,2
Bread Vision Studios LLC.,2
kChamp Games,2
Maximus.ez,2
Lev Gogol,2
Redblack Spade,2
Chess no choke games,2
Picorinne Soft,2
Mutant Entertainment Studios,2
OfficialTigerStudios,2
Seven Sails Games,2
Icy Studios,2
Hamsters Gaming,2
Christian Merz,2
Xefier Games Inc.,2
Iron Helmet Games,2
Nifty Productions,2
Galaxy Game Studio,2
ANV Team,2
Lucas Parise,2
oophok,2
We Are Bots,2
Jason Godbey,2
Steve Gabry,2
Quantum Phoenix,2
Hunchback Studio,2
Ian Snyder,2
Spotted Zebra Software LLC,2
Yaeko,2
Antoine Bilodeau,2
Nano Games,2
JustE Publishing,2
BYCODEC TEKNOLOJI LTD,2
BeautiFun Games,2
PixelTail Games,2
Jakal Studios,2
Screenzilla Entertainment,2
Playdius,2
"Flying Mollusk, LLC, Derek Baird Music (ASCAP)",2
Space Wedgie,2
Angry Mob Games,2
2D Heroes,2
Freakinware Studios,2
Silverline Studios,2
Rocket Monster Games,2
Not Magic,2
NerdRage Studios Ltd.,2
Triple Rush Games,2
retiRED Digital,2
Pragmatix Ltd,2
Lord_Loej,2
Achpile,2
34BigThings srl,2
Young Fun Studio,2
Super God,2
Leonardo Alexandrino,2
WRGenesis,2
Koya Game,2
Golden Bear's Company,2
KirUn,2
CharlieH,2
"Rocketeer Games Studio, LLC",2
"G-STYLE Co,. Ltd.",2
SuperTry Studios,2
Paper Pirates,2
Game Alchemists,2
Eforb,2
IF Studios,2
Zadbox Entertainment,2
Last Lotus,2
Frozen Flame,2
Laush Dmitriy Sergeevich,2
"Atelier Melon-Kissa, OtakuMaker.com",2
Fred Wood,2
Freshtrax,2
Red Triangle Games,2
No Goblin,2
Raum Studio,2
QuadraTron Games,2
VI Games LLC,2
"BadDoge, NDPendent Games",2
DarkDes Labs,2
Graphite Lab,2
89AM Studio,2
378 Publishing Ltd,2
VitaliZelenyuk,2
nextReality Games,2
Mad Mag Store,2
"Atomic Fabrik, Cristian Manolachi",2
Nincent,2
"Tenwall Creatives, Inc.",2
Alekseev,2
Redshift,2
increpare games,2
Indie Game Group,2
Wolf Pack,2
WalkBoy Studio,2
REX PEX GAMES,2
Bartosz Bojarowski,2
Games Starter,2
Crow's Perch,2
2 Zombie Games,2
Obi-Wanya,2
Experimental Gamer Studios,2
Tru Blu Games,2
Mutated Software,2
Pro Strategy Games,2
ForepawSoft,2
Coldwild Games,2
Four Eyes Productions,2
MightyCodeDragon,2
Orange Juice Dog,2
A Sweet Studio,2
SergioPoverony,2
Butterscotch Shenanigans,2
Selenion Games,2
Wholetone Games,2
Stately Snail,2
Nine Tales Digital,2
Studio Whisky Tango Inc.,2
Killerfish Games,2
Bulbware,2
Moonpod,2
SOEDESCO,2
Frima Studio,2
varlamov5264,2
Butterflyware,2
Hammer Glass Studio,2
Z-Software GmbH,2
astragon Sales &amp; Services GmbH,2
The Fine Young Capitalists,2
Cake Collective Games,2
Ice Water Games,2
Team Reptile,2
E-Line Media,2
Headless Wizard,2
Sam Albon,2
Q-Games Ltd.,2
SUPERHOT Team,2
Web Interactive Solutions,2
MoeNovel,2
Clouds and Blue,2
Haruneko Entertainment,2
Zinnusl,2
Games For All,2
Purple Nebula,2
Destructive Creations,2
Modern Visual Arts Laboratory,2
Creoteam,2
Bitbox Ltd.,2
Wild Rooster,2
Forever Humble PDX,2
Guard Crush Games,2
Silver Cow Studio,2
"BBEW BBEW, LLC",2
The Astronauts,2
Steven Colling,2
Young Horses,2
KarjaSoft,2
Signal Studios,2
BlinkWorks Media,2
"Plug In Digital, Argonauts Interactive",2
"Penny Arcade, Inc.",2
Brawsome,2
ForwardXP,2
The Quadsphere,2
Sleepy Duck,2
Eyebrow Interactive,2
Relevant Games,2
"1C Company, Shaman Games Studio",2
neko.works,2
Edge of Reality,2
"Schine, GmbH",2
Bigger Boat,2
devotid Media,2
Crian Soft,2
Squid In A Box Ltd,2
(none),2
Duaik Entretenimento,2
YOX-Project,2
Peaksel D.O.O. Nis,2
RealAxis Software,2
VoxelStorm,2
EightyEightGames,2
Shark Punch,2
Coffee Stain Studios,2
Creative Storm Entertainment,2
Q Entertainment Inc.,2
"Diggidy.net, LLC",2
Divergent Game Studio,2
Emad,2
"ElevenSeventy, LLC",2
"Dingaling Productions, LLC",2
Doragon Entertainment,2
Application Systems Heidelberg,2
The Working Parts,2
bitSmith Games,2
Pen and Sword Games,2
AKGames,2
Phosphor Games,2
Fireproof Games,2
"SEGA, Feral interactive (Mac/Linux)",2
Heliocentric Studios,2
Elliptic Games,2
Tasharen Entertainment Inc.,2
StormCube Games,2
Last Dimension,2
Spooky Squid Games Inc.,2
Moment Studio,2
Mighty Rocket Studio,2
Lupiesoft,2
Artur Games,2
BlankMediaGames,2
Holgersson Entertainment,2
Retro Affect,2
NSE Circuit,2
Oblivionburn Productions,2
Celeris,2
Heartomics,2
G2CREW,2
RageSquid,2
Digital Confectioners,2
Polynetix Studio,2
TrerPlay,2
Rob Lach Games,2
Matt Gadient,2
SpikySnail,2
SiBear,2
Final Form Games,2
Neon Serpent LLC,2
Grynsoft,2
Reef Entertainment,2
Digital Dreams Entertainment LLC,2
Narrow Monolith,2
Morgondag,2
YCJY,2
Squinkifer Productions,2
Ravegan,2
"Devolver Digital, Croteam",2
Evil Twin Artworks,2
"KaleidoGames, Indie Tribe",2
Marjupi Games,2
Edmund McMillen,2
Frogmind,2
Pom Pom Games,2
Free Range Games,2
Crystice Softworks,2
White Wizard Games,2
No Pest Productions,2
Night Node,2
Robert Ayodele Mensah,2
Crytek GmbH,2
YeaBoing,2
Secret Base,2
Breakfall,2
Electroplasmatic Games,2
S2 Games,2
Undead Labs LLC,2
Sega,2
Heart Machine,2
Gneu LLC,2
BiteTheBytes GmbH,2
Colludium Ltd,2
Exor Studios,2
Rsupport Inc.,2
BISBOG SA,2
Pinkerton Road Studio,2
GoodVole,2
Michael Todd Games,2
Sunside Inc,2
Hazardous Software Inc.,2
"Feral Interactive (Mac), Feral Interactive (Linux)",2
Red Barrels,2
Infernum Productions AG,2
Night School Studio,2
Studio Bean,2
Full Control Studios,2
Social Loner Studios,2
Talking About Media,2
Minority Media,2
Indomitus Games,2
Cheerful Ghost,2
RaceRoom Entertainment AG,2
CBE software s.r.o.,2
Ian Campbell,2
"Daedalic Entertainment, Daylight Studios",2
Jujubee S.A.,2
"Focus Home Interactive, 1C-SoftClub",2
"Scrap Yard Productions, LLC",2
Endlessfluff Games,2
YorkshireRifles,2
Alkemi,2
17-BIT,2
Nexon Europe GmbH,2
Dark Roast Entertainment,2
Dylan Fitterer,2
Lucid Games Ltd,2
electrolyte,2
initials,2
Blake Garner,2
"Monochrome, Inc",2
Psychotic Psoftware,2
Ripatti Software,2
MagicalTimeBean,2
Nexon Europe S.a.r.l,2
Flying Cafe for Semianimals,2
Torn Banner Studios,2
Positech,2
Technomancy Studios,2
"Pixel Barrage Entertainment, Inc.",2
Dancing Devils,2
Wonderstruck,2
Triumph Studios,2
SixtyGig Games,2
Jesse Makkonen,2
Impromptu Games,2
Duckbridge,2
ZXDigital Ltd,2
HJO Creations,2
"Eagle Dynamics SA, The Fighter Collection",2
North of Earth,2
Transhuman Design,2
The Domaginarium,2
CBE Software s.r.o.,2
Tasty Stewdios LLC,2
Kot in Action Creative Artel,2
Patagoniart,2
"Good Shepherd Entertainment, Devolver Digital",2
Batholith Entertainment,2
Midnart,2
Dust Scratch Games,2
John Szymanski,2
Crashable Studios,2
Subatomic Studios LLC,2
RiftyGames,2
"Infotread, LLC",2
Tochas Studios,2
Born Ready Games Ltd.,2
Evan Todd,2
GamePhase,2
Targem Games,2
iosoftware,2
Curvature Systems,2
Vae Victis Games,2
Tim Sullivan,2
Aqualuft Games,2
The Men Who Wear Many Hats,2
Curve Studios,2
DanielDavisGames,2
Zeroscale,2
Rakesh Malik,2
Date Nighto,2
Gaijin Entertainment Corporation,2
Marmoset LLC,2
Jason Rohrer,2
"Expansive Worlds, Avalanche Studios",2
"Data Realms, LLC",2
Niffler Ltd.,2
Enitvare,2
TheGameWall Studios,2
Iced Lizard Games,2
Sascha Hartleb,2
ILIKESCIFI Games,2
Erotes studio,2
Phr00t's Software,2
Cadenza Interactive,2
Joshua Missile,2
Instant Kingdom,2
Super Walrus Games,2
"Koch Media, CyberLink",2
Long Division LLC,2
Freehold Games,2
Logic tree,2
"SQUARE ENIX, Eidos Interactive, Feral Interactive (Mac), Feral Interactive (Linux)",2
The Digital Lounge,2
Infamous Quests,2
Propelled Bird Software,2
Omni Systems,2
Cinemaware,2
"Lace Games, KISS ltd",2
Artifice Studio,2
momoStorm Entertainment,2
Juri Schupilo,2
Almost Human Games,2
Lavaboots Studios,2
PixelNAUTS,2
Random Seed Games,2
Interbellum team,2
"Plug In Digital, Bigben Interactive",2
Mercier Games,2
Alan Edwardes,2
Zotnip,2
Sabi Games,2
"Math Nerd Productions, LLC",2
Runesoft GmbH,2
Blackpowder Games,2
Smit Parmar,2
New World Interactive,2
Peter Gutenko,2
Jet Set Games,2
SVGames,2
5Wolf,2
Wargaming.net,2
Untame,2
Monkeys Tales Studio,2
SubaGames,2
Magory.net,2
Tayfun Tuna,2
Freeze Tag Inc.,2
Never Don't Play,2
White Cat,2
CoaguCo Industries,2
Fixpoint Productions Ltd.,2
WOBBL3 Entertainment LLC,2
Farsky Interactive,2
Red Katana,2
Lucas Molina,2
Opium Pulses Entertainment,2
Cellbloc Studios,2
Hippomancer,2
Super Duper Garrett Cooper,2
"CD PROJEKT RED, 1C-SoftClub",2
Andrew Rowe,2
Night Node Software,2
LucasArts,2
Animu Game,2
StrangeLight Games,2
Casual Labs,2
David Newton,2
Mad Otter Games,2
CGGAMES,2
Crankshaft Games,2
Astral Byte Ltd.,2
Pera Games,2
2DEngine,2
Eat Create Sleep,2
The Foundry,2
Axel Sonic,2
Timedrop Studios,2
Wax Lyrical Games,2
Weird and Wry,2
Chris McFarland,2
Paradox Development Studio,2
Stone Monkey Studios,2
KasSanity,2
AngryAngelGames,2
Polar Bunny Ltd,2
"Fantasy Flight Publishing, Inc.",2
Citeremis Inc.,2
Dissident Logic,2
FarSpace Studios,2
Craze Creative Studios,2
Funktronic Labs,2
Leadwerks Software,2
FrozenPepper,2
Sleepy Studios,2
Mayhem Games USA,2
tequibo,2
Tiger Style,2
Failbetter Games,2
Llamasoft LTD,2
A Stranger Gravity,2
Wakeskater Studio,2
Wish Fang,2
Cylight Studios,2
Emmanuel Salva Cruz,2
Chronic Logic,2
"Rockin' Android, Rockin Android",2
articy Software,2
Daniel Davies,2
Retro Game Crunch,2
Ganz,2
DarkElite,2
Team Kryll,2
Artem Kotov,2
"KISS ltd, Holy Warp",2
Fraoula,2
Hoshko,2
Heart Shaped Games LLC,2
Maltakreuz,2
Loading Home,2
"KISS ltd, Osprey Publishing",2
Nuligine,2
Arzola's,2
StaudSoft,2
Steve Jarman,2
MK-ULTRA Games,2
Really Slick,2
"BitMonster, Inc.",2
Michael Jendryssek,2
Psychic Software,2
Two Desperados,2
Donut Games,2
Philip Royer,2
Wytchlight,2
Fridge,2
Enlight Software Limited,2
NSE CIRCUIT,2
PlayRIX,2
White Paper Games,2
Leikir Studio,2
Epic Games,2
Psydra Games LLC,2
"Nightdive Studios, Retroism",2
Keinart Lobre,2
Mandlebar,2
TPM.CO SOFT WORKS,2
Only Human Studios,2
Toco Games,2
BA Productions LLC,2
Hydezeke,2
Youdagames,2
Nonadecimal Creative,2
Dedication Games,2
Terry Cavanagh,2
Studio Paint,2
Aerosoft,2
Cybertron Design Studios,2
Milo Games,2
Snail-Ninja Studio,2
"Black Chicken Studios, inc.",2
WRF Studios,2
Erichermit,2
Hörberg Productions,2
"THE BROTHERHOOD, Daedalic Entertainment",2
Tom Johnson,2
Aspyr (Mac &amp; Linux),2
Pyrodactyl,2
"RSUPPORT Co., LTD.",2
Eurovideo Medien,2
"Offworld Games, LLC",2
Anea_Duo_Dev,2
"KISS ltd, Kavcom",2
Rad Codex,2
